gamma,lr,clip_eps,ent_coef,gae_lambda,vf_coef,max_grad_norm,update_epochs,minibatch_size,hidden,energy_ratio,viol_pct,reward_mean,rmse_temp,raw_cost,kwh_real,kwh_algo,savings_pct,score_0_1
0.99,0.0001,0.2,0.01,0.95,0.5,0.5,10,256,256,1.36323766000146,12.5,-21.695310504110733,1.0130073199232434,1.61323766000146,443.21519112586986,604.2076400275307,-36.32376600014601,0.1013802701058575
0.99,0.001,0.1,0.01,0.95,0.5,0.5,10,256,256,1.3159567501808267,15.625,-19.465094579103848,1.0428731798826205,1.6284567501808267,443.21519112586986,583.2520225447737,-31.59567501808267,0.11798605108285656
0.99,0.001,0.3,0.01,0.95,0.5,0.5,10,256,256,1.5524723895378485,4.166666666666666,-14.418217170102647,0.5290326434175843,1.6358057228711818,443.21519112586986,688.0793468466534,-55.24723895378484,0.12600462705971968
0.99,0.0003,0.3,0.01,0.95,0.5,0.5,10,256,256,1.4951666953409701,8.333333333333332,-18.293394713389585,0.7146451845701437,1.6618333620076369,443.21519112586986,662.6805926405833,-49.51666953409701,0.15440378034381746
0.99,0.0001,0.1,0.01,0.95,0.5,0.5,10,256,256,1.2188787590561316,23.958333333333336,-22.612829380183403,1.2738953078888033,1.6980454257227984,443.21519112586986,540.2255821543265,-21.88787590561317,0.1939153143246305
0.99,0.001,0.2,0.01,0.95,0.5,0.5,10,256,256,1.2396700263555507,25.0,-25.61200947803506,1.265512709905387,1.7396700263555507,443.21519112586986,549.4405876641875,-23.967002635555072,0.2393325497320169
0.99,0.0003,0.2,0.01,0.95,0.5,0.5,10,256,256,1.2232271178511005,26.041666666666668,-26.215158942241754,1.2668512778030587,1.744060451184434,443.21519112586986,542.1528408287224,-22.32271178511005,0.24412300909884932
0.99,0.0001,0.1,0.05,0.95,0.5,0.5,10,256,256,1.2087929625128637,30.208333333333332,-26.15459253260069,1.358333074171956,1.8129596291795305,443.21519112586986,535.7554039117454,-20.879296251286377,0.31929995107091225
0.99,0.0001,0.3,0.01,0.95,0.5,0.5,10,256,256,1.157856619079312,34.375,-24.08130234172908,1.4273151246618585,1.845356619079312,443.21519112586986,513.1796427215908,-15.7856619079312,0.3546487999343736
0.99,0.001,0.1,0.05,0.95,0.5,0.5,10,256,256,1.0992923749781964,38.54166666666667,-22.65070110295915,1.5829160219047993,1.87012570831153,443.21519112586986,487.2230800791727,-9.929237497819633,0.38167473025888077
0.99,0.0003,0.1,0.05,0.95,0.5,0.5,10,256,256,1.1238187209151123,38.54166666666667,-23.409485084379348,1.4659294091567705,1.8946520542484457,443.21519112586986,498.09352918122204,-12.381872091511216,0.4084357996785694
0.99,0.0003,0.2,0.0,0.95,0.5,0.5,10,256,256,1.0441353933304724,42.70833333333333,-26.440665451586444,1.731967490674854,1.898302059997139,443.21519112586986,462.77666791625063,-4.4135393330472406,0.4124183765155055
0.99,0.0003,0.1,0.01,0.95,0.5,0.5,10,256,256,0.9221170632287944,52.083333333333336,-29.530696007200618,1.8565614428646686,1.9637837298954612,443.21519112586986,408.69629041937594,7.788293677120558,0.48386642337798474
0.95,0.001,0.3,0.05,0.95,0.5,0.5,10,256,256,0.6659870143522598,66.66666666666666,-22.400549595512537,2.342949825309995,1.9993203476855927,443.21519112586986,295.1755618534843,33.40129856477402,0.5226409680275919
0.99,0.0001,0.1,0.0,0.95,0.5,0.5,10,256,256,0.9072342786434915,57.291666666666664,-29.582143587458546,1.936246381546189,2.0530676119768247,443.21519112586986,402.10001420491574,9.276572135650856,0.5812854262977128
0.99,0.001,0.1,0.0,0.95,0.5,0.5,10,256,256,0.7908581870844716,63.541666666666664,-30.54083868558065,2.097352632021117,2.061691520417805,443.21519112586986,350.52036254210304,20.914181291552836,0.5906951040806045
0.99,0.0003,0.2,0.05,0.95,0.5,0.5,10,256,256,0.7805290741333948,65.625,-29.205275820791037,2.1599367810515053,2.093029074133395,443.21519112586986,345.9423427713308,21.947092586660524,0.6248879859955525
0.99,0.0003,0.1,0.0,0.95,0.5,0.5,10,256,256,0.8011365868463928,76.04166666666666,-31.359017072949683,2.190526063960339,2.321969920179726,443.21519112586986,355.075905457051,19.88634131536072,0.8746888283145264
0.9,0.001,0.3,0.01,0.95,0.5,0.5,10,256,256,0.4006333691772672,100.0,-30.22650922048757,2.9639591203771714,2.4006333691772674,443.21519112586986,177.56679529130366,59.93666308227328,0.9605197150201905
0.99,0.0001,0.2,0.0,0.95,0.5,0.5,10,256,256,0.46038374839834023,97.91666666666666,-31.19774621076174,2.79497351210241,2.4187170817316734,443.21519112586986,204.04907103761474,53.96162516016598,0.9802511290791333
0.99,0.0001,0.3,0.0,0.95,0.5,0.5,10,256,256,0.4576501267197403,98.95833333333334,-31.29913087598132,2.8314597985112777,2.436816793386407,443.21519112586986,202.83748838286826,54.23498732802597,1.0
