gamma,lr,clip_eps,ent_coef,gae_lambda,vf_coef,max_grad_norm,update_epochs,minibatch_size,hidden,energy_ratio,viol_pct,reward_mean,rmse_temp,raw_cost,kwh_real,kwh_algo,savings_pct,score_0_1
0.95,0.0003,0.1,0.01,0.95,0.5,0.5,10,256,256,1.4742134050856341,0.0,-6.4463472783217926,0.8284810053133718,1.4742134050856341,442.59145009517687,652.4742487065992,-47.421340508563404,0.0
0.99,0.001,0.1,0.01,0.95,0.5,0.5,10,256,256,1.4756949370353367,0.0,-6.569683022216071,0.770314849772095,1.4756949370353367,442.59145009517687,653.1299620805804,-47.569493703533674,0.0014521914464373004
0.95,0.0001,0.2,0.0,0.95,0.5,0.5,10,256,256,1.338530833143864,8.333333333333332,-6.584951625736563,1.0637126294303847,1.5051974998105306,442.59145009517687,592.4223024382479,-33.85308331438638,0.03037048059890353
0.95,0.0001,0.3,0.01,0.95,0.5,0.5,10,256,256,1.4242129326785935,4.166666666666666,-6.772535125914979,1.0041422715662853,1.5075462660119268,442.59145009517687,630.3444671185232,-42.42129326785935,0.03267273144677301
0.99,0.001,0.1,0.05,0.95,0.5,0.5,10,256,256,1.1929122856209753,16.666666666666664,-6.40995028950366,1.5139017051850905,1.5262456189543085,442.59145009517687,527.9727783293392,-19.291228562097523,0.051001759317073424
0.9,0.0001,0.3,0.05,0.95,0.5,0.5,10,256,256,1.4455854198199647,4.166666666666666,-6.532616857422498,0.8615602463311379,1.528918753153298,442.59145009517687,639.8037471945632,-44.55854198199648,0.05362195432517348
0.95,0.001,0.3,0.01,0.95,0.5,0.5,10,256,256,1.1978125517197546,16.666666666666664,-6.202498344247238,1.470408936576217,1.531145885053088,442.59145009517687,530.1415942078503,-19.781255171975474,0.05580497973722208
0.99,0.0001,0.1,0.01,0.95,0.5,0.5,10,256,256,1.1994535615946513,16.666666666666664,-6.62890870902649,1.5197023353056796,1.5327868949279846,442.59145009517687,530.8678911480013,-19.94535615946513,0.05741349078170041
0.99,0.0001,0.3,0.0,0.95,0.5,0.5,10,256,256,1.5367529331785095,0.0,-7.490596191982225,0.9210951548824834,1.5367529331785095,442.59145009517687,680.153709133493,-53.675293317850944,0.06130098495609984
0.9,0.001,0.3,0.05,0.95,0.5,0.5,10,256,256,1.038674636020183,25.0,-6.884077708574954,2.0253394992075107,1.538674636020183,442.59145009517687,459.7085133332529,-3.8674636020183137,0.06318463007751142
0.95,0.0003,0.3,0.0,0.95,0.5,0.5,10,256,256,1.4684295258425433,4.166666666666666,-6.676340093296157,1.2145452162644086,1.5517628591758765,442.59145009517687,649.9143532052242,-46.84295258425432,0.07601365190156074
0.9,0.0003,0.2,0.01,0.95,0.5,0.5,10,256,256,1.3858501541512274,8.333333333333332,-6.230170447173077,1.1436856875302177,1.5525168208178939,442.59145009517687,613.3654293404161,-38.58501541512273,0.07675268196277489
0.9,0.0003,0.3,0.01,0.95,0.5,0.5,10,256,256,1.1395418947394977,20.833333333333336,-6.004551036419668,1.7724087251454232,1.5562085614061645,442.59145009517687,504.3514996369597,-13.954189473949777,0.08037131071109736
0.95,0.0003,0.2,0.0,0.95,0.5,0.5,10,256,256,1.3908616984978104,8.333333333333332,-6.260813476326049,0.9185694358224923,1.557528365164477,442.59145009517687,615.5834960199866,-39.08616984978104,0.08166497685794075
0.95,0.0003,0.3,0.01,0.95,0.5,0.5,10,256,256,1.4039564928829686,8.333333333333332,-7.003243268546951,1.0361810541941225,1.5706231595496352,442.59145009517687,621.379140055612,-40.39564928829687,0.09450043977374192
0.9,0.0001,0.2,0.01,0.95,0.5,0.5,10,256,256,1.4896122316762872,4.166666666666666,-6.419052964673289,0.908419643866072,1.5729455650096205,442.59145009517687,659.2896376971205,-48.96122316762872,0.09677685193267443
0.95,0.0003,0.1,0.05,0.95,0.5,0.5,10,256,256,1.2447151988104448,16.666666666666664,-6.720382423329179,1.4228563039055844,1.578048532143778,442.59145009517687,550.9003047970211,-24.471519881044483,0.10177875906344
0.9,0.0001,0.1,0.0,0.95,0.5,0.5,10,256,256,1.1617177449814677,20.833333333333336,-6.040149503778694,1.5891397273627366,1.5783844116481345,442.59145009517687,514.1663413526467,-16.17177449814677,0.10210798675465377
0.99,0.001,0.3,0.05,0.95,0.5,0.5,10,256,256,1.589144580954881,0.0,-7.536791445433252,1.0100764170158518,1.589144580954881,442.59145009517687,703.341804495713,-58.9144580954881,0.1126550598924362
0.95,0.001,0.1,0.05,0.95,0.5,0.5,10,256,256,1.4243681875498184,8.333333333333332,-6.517405108907371,0.9831208398598504,1.5910348542164852,442.59145009517687,630.413181597113,-42.436818754981836,0.11450789787036965
0.9,0.0001,0.3,0.01,0.95,0.5,0.5,10,256,256,1.0978351090627543,25.0,-6.4229668065936805,1.5433202995768456,1.5978351090627543,442.59145009517687,485.89243288548107,-9.78351090627543,0.12117347934725127
0.9,0.0003,0.2,0.0,0.95,0.5,0.5,10,256,256,1.0985277873114687,25.0,-6.29414978933452,1.746455945597599,1.5985277873114687,442.59145009517687,486.199006356029,-9.852778731146872,0.12185243968159858
0.99,0.001,0.3,0.0,0.95,0.5,0.5,10,256,256,1.1911929027708277,20.833333333333336,-6.600702851408322,1.7732705183556219,1.6078595694374944,442.59145009517687,527.2117941804237,-19.119290277082776,0.1309994136541488
0.9,0.0001,0.2,0.0,0.95,0.5,0.5,10,256,256,1.4506999836624603,8.333333333333332,-6.512472754878695,0.9474779642969282,1.617366650329127,442.59145009517687,642.0674094222177,-45.069998366246026,0.14031821474661804
