gamma,lr,clip_eps,ent_coef,gae_lambda,vf_coef,max_grad_norm,update_epochs,minibatch_size,hidden,energy_ratio,viol_pct,reward_mean,rmse_temp,raw_cost,kwh_real,kwh_algo,savings_pct,score_0_1
0.9,0.001,0.3,0.0,0.95,0.5,0.5,10,256,256,0.9903035706366163,37.5,-6.795681818853511,1.9127953923255325,1.7403035706366163,435.6486068963994,431.42437095237193,0.9696429363383681,0.3038978291592888
0.95,0.0003,0.1,0.0,0.95,0.5,0.5,10,256,256,0.9994169811715925,37.5,-6.706308551098961,1.8980743197348826,1.7494169811715925,435.6486068963994,435.3946155560093,0.058301882840747374,0.31268583008640244
0.9,0.0003,0.3,0.01,0.95,0.5,0.5,10,256,256,0.9513189706241485,41.66666666666667,-6.526783008206904,2.1374374706134387,1.784652303957482,435.6486068963994,414.440784266527,4.868102937585149,0.34666301657670184
0.95,0.0003,0.1,0.01,0.95,0.5,0.5,10,256,256,0.9752254963920635,41.66666666666667,-6.761738084172964,1.8495309580306218,1.808558829725397,435.6486068963994,424.855628913052,2.4774503607936564,0.36971591974683776
0.95,0.0001,0.2,0.01,0.95,0.5,0.5,10,256,256,0.8725117472959182,50.0,-6.8016941284321675,2.170198467677254,1.8725117472959183,435.6486068963994,380.10852721021,12.748825270408181,0.431385291135782
0.95,0.0003,0.3,0.05,0.95,0.5,0.5,10,256,256,0.9575995048593002,45.83333333333333,-7.2227674540743125,1.9538598420628694,1.8742661715259668,435.6486068963994,417.17689025663594,4.240049514069982,0.4330770707062342
0.95,0.0003,0.3,0.01,0.95,0.5,0.5,10,256,256,0.7215368316690768,58.333333333333336,-7.055040543575586,2.264634845051626,1.8882034983357436,435.6486068963994,314.33651554107513,27.846316833092317,0.4465167418870437
0.99,0.0001,0.1,0.05,0.95,0.5,0.5,10,256,256,0.9796838349195475,45.83333333333333,-6.469423251044482,1.7487274206802244,1.8963505015862139,435.6486068963994,426.79789788162293,2.031616508045258,0.45437284272257106
0.95,0.0003,0.2,0.05,0.95,0.5,0.5,10,256,256,0.910982496737536,50.0,-6.622624501760352,2.0862695253107617,1.910982496737536,435.6486068963994,396.86825561071123,8.901750326246404,0.46848237794671604
0.9,0.001,0.1,0.05,0.95,0.5,0.5,10,256,256,0.9169945881110466,50.0,-6.371527902540356,2.0438414913117224,1.9169945881110466,435.6486068963994,399.487414842115,8.300541188895336,0.47427979751445437
0.99,0.0001,0.2,0.01,0.95,0.5,0.5,10,256,256,1.0896820675061536,41.66666666666667,-7.222135713370237,1.6944730927436278,1.923015400839487,435.6486068963994,474.718474669044,-8.968206750615348,0.4800856270265176
0.99,0.0003,0.2,0.05,0.95,0.5,0.5,10,256,256,0.8445831551637074,54.166666666666664,-6.660815963352239,2.1414857853791447,1.9279164884970408,435.6486068963994,367.94147495523464,15.54168448362926,0.4848117131293159
0.9,0.0001,0.2,0.01,0.95,0.5,0.5,10,256,256,0.7659801228105041,58.333333333333336,-7.289425829055242,2.325992922105874,1.9326467894771708,435.6486068963994,333.69817341272903,23.401987718949584,0.48937311077944584
0.95,0.0001,0.1,0.01,0.95,0.5,0.5,10,256,256,0.943397070058012,50.0,-6.845631986304473,2.1294647655421244,1.9433970700580119,435.6486068963994,410.9896193209178,5.660292994198796,0.4997395345621323
0.95,0.0001,0.3,0.05,0.95,0.5,0.5,10,256,256,0.8404148985794998,58.333333333333336,-6.781037704730838,2.22971533554068,2.0070815652461667,435.6486068963994,366.12557978113784,15.958510142050022,0.5611500680400616
0.99,0.0003,0.1,0.0,0.95,0.5,0.5,10,256,256,0.9250280354046811,54.166666666666664,-6.921984395801384,2.1233053989265622,2.008361368738014,435.6486068963994,402.98717496416253,7.497196459531887,0.5623841740017885
0.9,0.0001,0.1,0.01,0.95,0.5,0.5,10,256,256,0.6799743128413795,66.66666666666666,-6.453875947933779,2.58072495747065,2.0133076461747126,435.6486068963994,296.22986211468344,32.00256871586205,0.5671538363068764
0.99,0.0003,0.3,0.01,0.95,0.5,0.5,10,256,256,0.6115398152536462,70.83333333333334,-7.236212153173788,2.7956865945495077,2.0282064819203134,435.6486068963994,266.4164685769324,38.84601847463538,0.5815206841343452
0.99,0.0001,0.3,0.01,0.95,0.5,0.5,10,256,256,0.805031785862904,62.5,-6.974626968530304,2.373442688901997,2.055031785862904,435.6486068963994,350.71097601849465,19.496821413709593,0.6073881456091518
0.95,0.001,0.1,0.0,0.95,0.5,0.5,10,256,256,0.6507601625394249,70.83333333333334,-6.194548082906808,2.5183738873768995,2.067426829206092,435.6486068963994,283.5027582339749,34.923983746057516,0.6193406031412136
0.95,0.0001,0.3,0.0,0.95,0.5,0.5,10,256,256,0.5685887640835444,75.0,-7.188909262901133,2.8358523922837824,2.0685887640835445,435.6486068963994,247.7049029699416,43.14112359164556,0.6204610491851079
0.99,0.0003,0.1,0.01,0.95,0.5,0.5,10,256,256,0.744658226686277,66.66666666666666,-6.433063568205782,2.4288802921335093,2.07799156001961,435.6486068963994,324.40931906981973,25.534177331372305,0.6295281025222175
0.95,0.001,0.2,0.01,0.95,0.5,0.5,10,256,256,0.6338366045222673,75.0,-7.033834148540947,2.588833178249669,2.1338366045222674,435.6486068963994,276.1300337600698,36.616339547773265,0.6833791060494427
0.99,0.001,0.2,0.01,0.95,0.5,0.5,10,256,256,0.8153326392725112,66.66666666666666,-7.0306296079069766,2.4973242649332974,2.148665972605844,435.6486068963994,355.19852845623404,18.466736072748876,0.6976789666742689
0.95,0.0001,0.1,0.05,0.95,0.5,0.5,10,256,256,0.9666452346284564,62.5,-7.131193771140957,2.085019256808035,2.2166452346284564,435.6486068963994,421.11764982893015,3.335476537154356,0.7632309151337902
0.9,0.0003,0.1,0.01,0.95,0.5,0.5,10,256,256,0.8305222710649237,70.83333333333334,-6.873042592916294,2.4954728341420176,2.2471889377315906,435.6486068963994,361.8158703858678,16.947772893507622,0.7926840040907367
0.95,0.0003,0.2,0.01,0.95,0.5,0.5,10,256,256,0.9287392932501001,66.66666666666666,-7.948825591889056,2.664543576393595,2.262072626583433,435.6486068963994,404.60397927435264,7.12607067498999,0.8070362458696926
0.95,0.001,0.2,0.0,0.95,0.5,0.5,10,256,256,0.44534203658714383,95.83333333333334,-6.869262422095458,3.284094531897891,2.3620087032538106,435.6486068963994,194.01263783159453,55.46579634128561,0.9034039373130665
0.99,0.0001,0.2,0.05,0.95,0.5,0.5,10,256,256,0.6165418227445157,87.5,-7.219243149789402,3.032016939847835,2.366541822744516,435.6486068963994,268.5955861720151,38.34581772554843,0.9077751941695578
0.95,0.0003,0.1,0.05,0.95,0.5,0.5,10,256,256,0.4679631371524692,95.83333333333334,-6.998893027746126,3.2358032633248093,2.384629803819136,435.6486068963994,203.86748877934187,53.20368628475308,0.925217313543344
0.99,0.001,0.3,0.01,0.95,0.5,0.5,10,256,256,0.47766824304358574,95.83333333333334,-7.169313099281529,3.361872125276859,2.3943349097102526,435.6486068963994,208.09550464058884,52.23317569564142,0.9345758823515352
0.99,0.0003,0.3,0.0,0.95,0.5,0.5,10,256,256,0.6485434614390043,87.5,-6.942855689834998,2.8552349620664175,2.3985434614390044,435.6486068963994,282.53705548767095,35.145653856099564,0.9386341606823678
0.99,0.001,0.1,0.0,0.95,0.5,0.5,10,256,256,0.40516668422346125,100.0,-7.178452054193821,3.5809621254297097,2.4051666842234614,435.6486068963994,176.51030154278425,59.48333157765388,0.9450208901890552
0.9,0.0003,0.3,0.05,0.95,0.5,0.5,10,256,256,0.416047830957837,100.0,-7.20426839526,3.511599448616978,2.416047830957837,435.6486068963994,181.25065795905033,58.395216904216305,0.95551350732978
0.9,0.001,0.1,0.0,0.95,0.5,0.5,10,256,256,0.4176506445811312,100.0,-7.104819275703993,3.4838850500582295,2.417650644581131,435.6486068963994,181.94892148115304,58.23493554188688,0.9570590898044684
0.99,0.001,0.2,0.05,0.95,0.5,0.5,10,256,256,0.41820021656928735,100.0,-7.115378108232262,3.4836277450372135,2.4182002165692875,435.6486068963994,182.18834175218254,58.17997834307127,0.9575890384030635
0.9,0.001,0.2,0.0,0.95,0.5,0.5,10,256,256,0.4183314841206134,100.0,-6.497148507517402,3.459121527013409,2.418331484120613,435.6486068963994,182.24552827804843,58.16685158793866,0.9577156188263115
0.9,0.001,0.3,0.01,0.95,0.5,0.5,10,256,256,0.6288482741599695,91.66666666666666,-7.403341730626342,2.822825770340113,2.4621816074933025,435.6486068963994,273.9568745869957,37.11517258400306,1.0
