gamma,lr,eps_decay,tau,batch_size,buffer_size,start_learning,train_steps_per_ep,hidden,energy_ratio,viol_pct,rmse_temp,raw_cost,kwh_real,kwh_algo,savings_pct,reward_mean_last10,eval_return,eval_cost_std,score_0_1
0.9,0.001,0.998,0.02,64,50000,200,1,256,1.0760800521836993,16.041666666666668,1.3364202893969708,1.3969133855170328,510.1821360349653,533.1187031388281,-7.60800521836993,-26.530412363401553,-16.481764685067215,0.08359977744584716,0.22349181579758404
0.9,0.0001,0.998,0.01,64,50000,200,1,256,0.9859300417217376,20.625,1.3927466273328346,1.3984300417217375,510.1821360349653,492.38343885421745,1.4069958278262416,-27.575962383422755,-19.33789037812486,0.14085888032211188,0.22534231712083055
0.95,0.0001,0.995,0.005,64,50000,200,1,256,0.6416078151481657,38.125,1.9141368829261771,1.4041078151481656,510.1821360349653,317.46776764392854,35.83921848518344,-25.78448279625146,-16.21740361480303,0.17070656457573924,0.2322698773721963
0.95,0.0001,0.99,0.005,64,50000,200,1,256,1.183685602910157,11.041666666666666,1.0453875496858147,1.4045189362434904,510.1821360349653,596.6756818008421,-18.36856029101569,-25.035072011322185,-20.18818365462375,0.13738258636844503,0.2327714941054765
0.95,0.001,0.995,0.01,64,50000,200,1,256,1.1240322662193747,14.583333333333332,1.1315077304814358,1.4156989328860416,510.1821360349653,566.4976841807363,-12.403226621937476,-26.184110726259224,-19.18928142489238,0.16260771041388178,0.24641242242974454
0.99,0.0003,0.998,0.005,64,50000,200,1,256,0.6798336264495184,38.75,1.96180657362209,1.4548336264495183,510.1821360349653,333.4153376793862,32.01663735504817,-27.1515099691404,-16.650840711858997,0.22904847919284543,0.2941614126092049
0.95,0.0003,0.998,0.02,64,50000,200,1,256,0.6632541395618665,40.0,1.905065387238875,1.4632541395618663,510.1821360349653,329.6368049836159,33.67458604381336,-27.152128103302296,-16.03103382540745,0.23690873805033716,0.30443544215425206
0.9,0.001,0.99,0.01,64,50000,200,1,256,0.7536994586005823,35.625,1.76501664973977,1.4661994586005822,510.1821360349653,363.3786339735986,24.63005413994178,-25.096521933684794,-17.751987495457012,0.17492577267124373,0.3080290824015408
0.9,0.0001,0.99,0.01,64,50000,200,1,256,0.7839494435137238,34.375,1.5411239114805675,1.471449443513724,510.1821360349653,393.30370304584494,21.605055648627616,-24.795001754698205,-16.560638072498175,0.14967533102852978,0.3144346896833077
0.95,0.001,0.995,0.005,64,50000,200,1,256,0.6732941014740887,40.0,1.809590722399253,1.4732941014740886,510.1821360349653,334.93866248369216,32.67058985259113,-25.873545721435942,-17.167571755261598,0.32762275131902663,0.3166853922393669
0.9,0.001,0.995,0.005,64,50000,200,1,256,0.7618571996460191,35.833333333333336,1.9061914950292,1.4785238663126856,510.1821360349653,374.20467147111873,23.8142800353981,-25.200004024751752,-17.063417860306306,0.16139998848674952,0.3230663286203818
0.99,0.0001,0.995,0.01,64,50000,200,1,256,0.5687578554045553,46.25,2.100541191917682,1.4937578554045552,510.1821360349653,285.74407180547706,43.124214459544476,-26.64755328727818,-17.781318292349983,0.1889641525882782,0.341653610883416
0.95,0.0003,0.995,0.01,64,50000,200,1,256,0.4912592458716377,50.20833333333333,2.172847056974566,1.4954259125383045,510.1821360349653,247.1926214957237,50.87407541283623,-26.20061813461721,-17.74521482524509,0.22972085967403624,0.343688839383902
0.99,0.001,0.998,0.005,64,50000,200,1,256,0.6448572548127205,42.708333333333336,1.988547926530169,1.499023921479387,510.1821360349653,316.4721911525727,35.51427451872796,-27.03696523924716,-17.025248642188878,0.28770345810226583,0.34807883909898085
0.9,0.0003,0.995,0.02,64,50000,200,1,256,0.7867352019586996,35.625,1.8164861481740668,1.4992352019586999,510.1821360349653,385.92630285024654,21.32647980413004,-25.67162053483029,-16.904180480146074,0.14859049579474584,0.34833662646393
0.95,0.001,0.99,0.005,64,50000,200,1,256,0.5846623137999174,46.25,2.0903655984565255,1.5096623137999174,510.1821360349653,290.34026629924773,41.53376862000825,-24.96248137480979,-18.715375857498803,0.24487987833253197,0.36105894560254453
0.95,0.001,0.995,0.02,64,50000,200,1,256,1.0772063763278077,21.666666666666664,1.3548488627976696,1.5105397096611408,510.1821360349653,537.5202242112158,-7.720637632780756,-26.028824931221685,-17.451801314170627,0.18959206518721664,0.3621294731203619
0.99,0.001,0.998,0.01,64,50000,200,1,256,0.9148736926538092,30.0,1.7578094691133401,1.5148736926538091,510.1821360349653,449.8571001386642,8.512630734619071,-27.2086942023195,-20.57634706037482,0.06918033752191759,0.36741744889099637
0.95,0.0001,0.99,0.01,64,50000,200,1,256,1.0042573342224785,26.25,1.461242180941428,1.5292573342224784,510.1821360349653,500.78339730501176,-0.4257334222478491,-24.74971347137287,-20.3822557412263,0.1925879414917715,0.38496720583219407
0.95,0.0001,0.995,0.02,64,50000,200,1,256,1.1977084556177722,17.708333333333336,1.1447801623738685,1.551875122284439,510.1821360349653,602.9105970478056,-19.770845561777207,-26.5514928791634,-21.896535918089132,0.21478068709470152,0.41256360283220994
0.99,0.0001,0.998,0.02,64,50000,200,1,256,1.1293058292358549,23.125,1.325882247486162,1.591805829235855,510.1821360349653,572.1774594879148,-12.930582923585494,-27.167485965361816,-22.306912692506565,0.2497170876702721,0.46128382421300296
0.99,0.0003,0.99,0.01,64,50000,200,1,256,1.1118091210834027,24.791666666666664,1.5029726823608978,1.6076424544167363,510.1821360349653,565.2278823661802,-11.180912108340276,-25.640940631049688,-19.8780592237721,0.09186278072413856,0.4806063943261728
0.99,0.0001,0.998,0.01,64,50000,200,1,256,0.4958241934519463,55.83333333333333,2.2646162721215326,1.6124908601186128,510.1821360349653,251.41454238891592,50.41758065480538,-27.505067491538863,-20.783238627466666,0.3278346076041025,0.48652202711040393
0.99,0.001,0.995,0.01,64,50000,200,1,256,1.2182966190958464,20.416666666666668,1.2514177491301002,1.6266299524291796,510.1821360349653,610.4497925043104,-21.82966190958464,-26.104998627397464,-19.69880154745677,0.1699812691147108,0.5037734048115907
0.99,0.001,0.99,0.02,64,50000,200,1,256,1.0711560008484438,28.75,1.5784183003087686,1.6461560008484437,510.1821360349653,537.0524898099899,-7.115600084844371,-25.599998305144346,-20.08767356975065,0.11345099047906047,0.5275975109772065
0.9,0.0001,0.998,0.02,64,50000,200,1,256,0.6922480753853779,50.833333333333336,1.8330896352474426,1.7089147420520443,510.1821360349653,350.24630625724774,30.77519246146221,-26.86592009692517,-22.406421912890682,0.3175349179430648,0.6041706547670107
0.99,0.0003,0.998,0.02,64,50000,200,1,256,1.4504049663183398,13.333333333333334,0.9408197797097454,1.7170716329850066,510.1821360349653,733.4127800297734,-45.040496631833996,-27.03517930248566,-21.300140518626296,0.15906693598830748,0.6141230338349906
0.9,0.0001,0.995,0.02,64,50000,200,1,256,0.8030481523057101,46.25,1.623997353643206,1.72804815230571,510.1821360349653,404.3036665272711,19.695184769428987,-26.341444579636534,-20.356831230000786,0.3605002041576788,0.627515695576389
0.99,0.0001,0.995,0.02,64,50000,200,1,256,1.274396696476982,23.541666666666664,1.1895546008394813,1.7452300298103154,510.1821360349653,645.9888461089133,-27.439669647698196,-26.949598391456895,-24.457399019558434,0.3113360182453486,0.648479633850273
0.95,0.001,0.998,0.01,64,50000,200,1,256,1.180530142831141,29.583333333333336,1.2711658366122793,1.772196809497808,510.1821360349653,595.3811575865744,-18.053014283114095,-27.595421446355733,-24.218647951716562,0.3592136114446718,0.6813823189417304
0.99,0.0001,0.99,0.01,64,50000,200,1,256,1.2740321968755566,25.208333333333336,1.1931909830091707,1.7781988635422235,510.1821360349653,647.254105184078,-27.40321968755568,-25.584955744232797,-24.958771381018686,0.33314593759644623,0.688705540194467
0.95,0.001,0.998,0.005,64,50000,200,1,256,0.4,72.5,2.497383831627176,1.85,510.1821360349653,204.07285441398616,60.0,-27.413985641505178,-22.910141714073124,0.45901464513068035,0.7763114838576143
0.99,0.001,0.99,0.01,64,50000,200,1,256,0.4,72.5,2.497383831627176,1.85,510.1821360349653,204.07285441398616,60.0,-25.240107024546738,-22.910141714073124,0.45901464513068035,0.7763114838576143
0.99,0.0003,0.995,0.02,64,50000,200,1,256,0.4011302397773474,72.5,2.494595606044135,1.8511302397773477,510.1821360349653,204.76231442451473,59.88697602226525,-26.82636109220575,-22.930871371354073,0.458424772076303,0.7776905110867779
0.99,0.001,0.998,0.02,64,50000,200,1,256,1.0943097925271963,46.04166666666667,1.8728428917300544,2.0151431258605297,510.1821360349653,537.93253459692,-9.43097925271962,-27.43600343476959,-24.75487856490627,0.38515062126548816,0.9778057789931988
0.99,0.0003,0.99,0.02,64,50000,200,1,256,0.6999999999999998,66.66666666666666,1.8634468760474951,2.033333333333333,510.1821360349653,357.12749522447564,30.00000000000001,-25.551829808621047,-25.13684744552956,0.5532417092816564,1.0
