gamma,lr,eps_decay,tau,batch_size,buffer_size,start_learning,train_steps_per_ep,hidden,energy_ratio,viol_pct,rmse_temp,raw_cost,kwh_real,kwh_algo,savings_pct,reward_mean_last10,eval_return,eval_cost_std,score_0_1
0.95,0.0001,0.99,0.02,64,50000,200,1,256,1.113708512564268,35.0,1.8319907528669923,1.813708512564268,516.0853303909302,542.8920789480205,-11.370851256426807,-26.781181549133624,-19.488499285425412,0.46898078977662966,0.34414811502635145
0.95,0.001,0.998,0.02,64,50000,200,1,256,1.157678824434616,32.91666666666667,1.7914840387612685,1.816012157767949,516.0853303909302,570.2853727436062,-15.767882443461582,-28.12826409765904,-18.85785313624103,0.5129069470118354,0.3473940567631727
0.99,0.0003,0.995,0.005,64,50000,200,1,256,0.7393576762410674,55.208333333333336,2.5029496249644954,1.8435243429077341,516.0853303909302,362.0838604640958,26.064232375893244,-27.336836621660375,-20.820118820273304,0.3891922959663171,0.38615998732994594
0.95,0.0001,0.998,0.01,64,50000,200,1,256,1.3251630734520212,26.041666666666668,1.5847416231181375,1.8459964067853545,516.0853303909302,666.4157194328307,-32.51630734520212,-28.417331306388327,-20.51433330617342,0.5682513744660042,0.3896432387020035
0.9,0.0003,0.99,0.005,64,50000,200,1,256,0.9434846523179831,45.62499999999999,2.0654342814449405,1.8559846523179828,516.0853303909302,465.81463225603085,5.651534768201699,-26.02570575547058,-20.99872838090463,0.4602064747835396,0.40371713471696685
0.99,0.0001,0.998,0.01,64,50000,200,1,256,0.6361919109721736,61.25,2.700560959002264,1.8611919109721735,516.0853303909302,319.69324221134167,36.38080890278265,-28.80965184283308,-21.519349329566715,0.35801966922602396,0.41105440096484736
0.95,0.0003,0.99,0.005,64,50000,200,1,256,1.3849075702169906,24.375,1.1993583227333828,1.8724075702169904,516.0853303909302,701.4044016361237,-38.490757021699054,-26.32006657939646,-20.47438224240394,0.6728872966209708,0.42685777918929907
0.99,0.001,0.99,0.01,64,50000,200,1,256,0.6787807142479428,59.791666666666664,2.6525954086885206,1.8746140475812763,516.0853303909302,331.14961367607094,32.121928575205715,-27.400609238687196,-21.421753062197425,0.3503093680999286,0.42996680698430934
0.9,0.0003,0.995,0.02,64,50000,200,1,256,1.2823427725844732,30.208333333333332,1.572254874569053,1.8865094392511395,516.0853303909302,632.5642960548398,-28.234277258447303,-27.768888246533482,-20.840093724192634,0.5338368582443758,0.4467279593680815
0.9,0.0003,0.995,0.01,64,50000,200,1,256,1.4545048075155784,21.666666666666664,1.1533281281940497,1.8878381408489116,516.0853303909302,731.6659398603438,-45.45048075155782,-27.552506150503227,-21.25977635380519,0.6237401854329482,0.44860016085340476
0.9,0.0003,0.99,0.01,64,50000,200,1,256,1.185532666906686,35.62499999999999,1.772288581342424,1.8980326669066858,516.0853303909302,587.4824440765381,-18.553266690668583,-25.211875544131257,-20.7421489988792,0.5275393692042006,0.4629647155882936
0.99,0.0003,0.995,0.02,64,50000,200,1,256,0.6074652342964548,64.58333333333334,2.7542827988049963,1.899131900963122,516.0853303909302,301.92545838356006,39.253476570354515,-28.725999302640673,-22.321216181780006,0.35010738907419664,0.4645135867845265
0.95,0.0001,0.998,0.02,64,50000,200,1,256,1.1013945866052552,39.99999999999999,2.031266636025898,1.9013945866052553,516.0853303909302,542.4353394651412,-10.139458660525502,-28.48114656353827,-21.068195582434512,0.42407754301117095,0.4677018146207273
0.99,0.001,0.998,0.01,64,50000,200,1,256,1.2574198162680827,32.49999999999999,1.6049918306358861,1.9074198162680827,516.0853303909302,614.7292701268193,-25.741981626808286,-28.333020752621707,-20.767031739756007,0.4528714397827233,0.4761916395318086
0.99,0.001,0.998,0.02,64,50000,200,1,256,1.0875500503076538,41.25000000000001,2.0441903610185,1.9125500503076533,516.0853303909302,542.3002561092372,-8.755005030765364,-28.79101424110713,-21.239411600382095,0.4669905708267671,0.4834203745653519
0.9,0.0001,0.995,0.02,64,50000,200,1,256,0.9793614608213467,46.66666666666666,1.9993225015504321,1.91269479415468,516.0853303909302,488.6791610264776,2.0638539178653246,-27.352168460260174,-21.951177145419187,0.4951365169629009,0.48362432528374416
0.95,0.001,0.99,0.005,64,50000,200,1,256,0.719015170235102,60.625,2.8058895914897914,1.9315151702351017,516.0853303909302,345.99548324584964,28.098482976489812,-26.989455052806544,-21.449512311014548,0.3451851546187642,0.510143098280773
0.99,0.0003,0.99,0.01,64,50000,200,1,256,1.1318092706905631,40.20833333333333,1.906429939714505,1.9359759373572296,516.0853303909302,567.5563383531569,-13.1809270690563,-27.185433175109523,-22.872893810366442,0.48050718805874343,0.5164285237259839
0.9,0.001,0.998,0.02,64,50000,200,1,256,1.2645614080201777,33.75,1.6155227207703393,1.9395614080201777,516.0853303909302,617.6623670005795,-26.456140802017774,-27.84067338846403,-21.500194932330203,0.4474267937955124,0.5214806163192418
0.9,0.001,0.99,0.01,64,50000,200,1,256,0.5087057918650323,73.125,3.130700970833241,1.9712057918650323,516.0853303909302,253.70136803150177,49.12942081349678,-27.591733452292242,-25.98036345087441,0.2214981857076045,0.5660690043634907
0.99,0.0001,0.998,0.005,64,50000,200,1,256,1.2607090195327897,36.25000000000001,1.5787885666517074,1.98570901953279,516.0853303909302,622.1601931667326,-26.070901953278963,-28.88132931542509,-22.410272767735187,0.4886095414055291,0.5865047172632765
0.95,0.0003,0.995,0.02,64,50000,200,1,256,1.5159634922437186,23.541666666666664,0.99698301568135,1.986796825577052,516.0853303909302,777.3632891845702,-51.59634922437186,-27.744171359155622,-22.89284421570896,0.7306932891270409,0.588037485866269
0.95,0.0003,0.998,0.005,64,50000,200,1,256,1.1036598568584854,44.16666666666667,2.0739389453703927,1.9869931901918185,516.0853303909302,536.809859600067,-10.36598568584852,-27.850817026603245,-21.821444915518445,0.43820456215480275,0.5883141726137276
0.95,0.001,0.995,0.02,64,50000,200,1,256,0.9026796650406104,54.375,2.1994230799219263,1.9901796650406105,516.0853303909302,452.43839806318266,9.73203349593896,-27.568654683808955,-23.946526328054553,0.5066476880853327,0.5928040618069496
0.99,0.001,0.998,0.005,64,50000,200,1,256,0.8582465324699093,58.125,2.2684786230540195,2.0207465324699094,516.0853303909302,431.865423619747,14.175346753009077,-28.5852626962194,-24.24428127998364,0.4359413620746172,0.6358741798069342
0.9,0.001,0.998,0.01,64,50000,200,1,256,1.418146172659272,30.208333333333336,1.3963646892035135,2.022312839325939,516.0853303909302,692.6347431373595,-41.814617265927204,-28.4912633823178,-22.634601000800217,0.4090431803787383,0.6380811779976846
0.95,0.0001,0.995,0.005,64,50000,200,1,256,0.49617620322370043,76.66666666666666,3.0691799702879154,2.029509536557034,516.0853303909302,252.10559458017337,50.382379677629956,-27.297811806730408,-25.08692795665951,0.2684476758630277,0.6482216544357877
0.99,0.001,0.995,0.01,64,50000,200,1,256,1.5207395293101564,28.333333333333332,1.1660914547496724,2.087406195976823,516.0853303909302,772.447838754654,-52.073952931015654,-27.639898548362375,-24.392187510807936,0.6305027964127363,0.7298007026906655
0.99,0.001,0.99,0.02,64,50000,200,1,256,1.3557217280095673,36.66666666666667,1.5433071092550792,2.0890550613429006,516.0853303909302,679.4133147048949,-35.57217280095673,-27.241554518907993,-23.96239686625084,0.5807909905823877,0.7321240296081954
0.99,0.0001,0.995,0.01,64,50000,200,1,256,1.4968919290866398,30.416666666666668,1.2517161563735268,2.105225262419973,516.0853303909302,751.2038561248779,-49.68919290866398,-28.436973424993248,-24.35825692773963,0.552782536728666,0.7549085844888644
0.9,0.0001,0.998,0.005,64,50000,200,1,256,0.7706771240622101,67.49999999999999,2.426129823939508,2.12067712406221,516.0853303909302,396.1770463466643,22.932287593778987,-28.53481883571869,-26.700006898305816,0.5038875988813933,0.7766809661629076
0.95,0.001,0.998,0.005,64,50000,200,1,256,1.6,30.208333333333336,1.049589213034811,2.2041666666666666,516.0853303909302,825.7365286254883,-60.0,-28.862758045716895,-26.539591039812603,0.7366874054396025,0.8943215605108893
0.99,0.0003,0.998,0.02,64,50000,200,1,256,1.6,30.208333333333336,1.049589213034811,2.2041666666666666,516.0853303909302,825.7365286254883,-60.0,-28.825240115299778,-26.539591039812603,0.7366874054396025,0.8943215605108893
0.95,0.001,0.998,0.01,64,50000,200,1,256,1.6,30.208333333333336,1.049589213034811,2.2041666666666666,516.0853303909302,825.7365286254883,-60.0,-28.996948538040396,-26.539591039812603,0.7366874054396025,0.8943215605108893
0.99,0.0001,0.99,0.02,64,50000,200,1,256,0.6877310036591542,78.95833333333333,2.670487230275215,2.266897670325821,516.0853303909302,355.1907228851318,31.22689963408459,-27.122932687395114,-29.714282075293376,0.5295827734078897,0.9827124215013577
0.9,0.001,0.995,0.01,64,50000,200,1,256,0.7,78.95833333333333,2.6434500693937015,2.2791666666666663,516.0853303909302,361.259731273651,30.0,-29.308655910326173,-29.89233691668365,0.5174724898753342,1.0
0.95,0.001,0.995,0.005,64,50000,200,1,256,0.7,78.95833333333333,2.6434500693937015,2.2791666666666663,516.0853303909302,361.259731273651,30.0,-29.557471647805393,-29.89233691668365,0.5174724898753342,1.0
0.99,0.0003,0.99,0.02,64,50000,200,1,256,0.7,78.95833333333333,2.6434500693937015,2.2791666666666663,516.0853303909302,361.259731273651,30.0,-27.84387418130475,-29.89233691668365,0.5174724898753342,1.0
0.99,0.001,0.995,0.005,64,50000,200,1,256,0.7,78.95833333333333,2.6434500693937015,2.2791666666666663,516.0853303909302,361.259731273651,30.0,-29.435685479798707,-29.89233691668365,0.5174724898753342,1.0
