gamma,lr,eps_decay,tau,batch_size,buffer_size,start_learning,train_steps_per_ep,hidden,energy_ratio,viol_pct,rmse_temp,raw_cost,kwh_real,kwh_algo,savings_pct,reward_mean_last10,eval_return,eval_cost_std,score_0_1
0.95,0.0003,0.998,0.02,64,50000,200,1,256,0.8325552020164795,49.791666666666664,2.2101993142152514,1.8283885353498128,511.54481630325336,393.7837842488293,16.744479798352067,-28.750133914482127,-19.175601147204734,0.39724099623172515,0.45447145942252526
0.95,0.0001,0.99,0.01,64,50000,200,1,256,1.0399637477033572,39.58333333333333,1.8775176576883807,1.831630414370024,511.54481630325336,506.0693944454197,-3.9963747703357178,-26.56536387599486,-20.136651578528447,0.4375482673968407,0.4582889017127484
0.99,0.0003,0.998,0.01,64,50000,200,1,256,1.391111919210876,22.083333333333332,1.1772849249365496,1.8327785858775425,511.54481630325336,714.593989801407,-39.111191921087595,-28.79545021415165,-22.669878535954197,0.784290040774153,0.4596409196140657
0.95,0.0001,0.99,0.02,64,50000,200,1,256,1.2528414756255555,30.000000000000007,1.5267315068268512,1.8528414756255558,511.54481630325336,602.0740898704532,-25.284147562555557,-26.248407274636435,-20.144756286394426,0.39519858932613616,0.4832657752334968
0.95,0.0001,0.998,0.01,64,50000,200,1,256,1.238960571285561,31.041666666666675,1.5445999969290174,1.8597939046188945,511.54481630325336,597.3966185140614,-23.896057128556073,-28.602314223861953,-19.825936066162274,0.40912698446302165,0.4914525386177813
0.95,0.0003,0.995,0.02,64,50000,200,1,256,0.9807705934518754,44.166666666666664,2.0614634986766576,1.8641039267852086,511.54481630325336,473.0827664017681,1.9229406548124661,-27.514225181498375,-19.946370017672397,0.402647927244032,0.4965277622109231
0.99,0.001,0.99,0.02,64,50000,200,1,256,1.1038358146540461,40.0,1.8761553319636946,1.903835814654046,511.54481630325336,532.9845755362513,-10.38358146540461,-26.350187198647582,-20.5866107648534,0.387098669630952,0.5433136502947498
0.99,0.0001,0.995,0.02,64,50000,200,1,256,1.411015060260211,25.208333333333336,1.2356621607236289,1.9151817269268776,511.54481630325336,731.7259365773203,-41.10150602602108,-28.61284804550224,-27.78247517827566,0.8318284133339697,0.556673916073159
0.99,0.0003,0.99,0.02,64,50000,200,1,256,1.062725781105681,42.916666666666664,2.004594593165104,1.9210591144390143,511.54481630325336,525.5542888164524,-6.272578110568098,-26.46737340285663,-21.960545686826695,0.46461258447800835,0.5635947750888661
0.95,0.0001,0.998,0.005,64,50000,200,1,256,1.2501299123495913,35.625,1.5937395063470086,1.9626299123495912,511.54481630325336,612.7399844551089,-25.012991234959124,-29.033344862669956,-22.74944823751288,0.48400061249850024,0.6125460533422481
0.95,0.001,0.998,0.02,64,50000,200,1,256,1.2622217696583546,35.208333333333336,1.6759496577868123,1.9663884363250212,511.54481630325336,611.6393312525754,-26.222176965835466,-28.201899471374247,-21.533040447530823,0.416281303931966,0.6169718657439983
0.99,0.001,0.995,0.01,64,50000,200,1,256,1.2523540628830152,35.833333333333336,1.63707175510818,1.969020729549682,511.54481630325336,607.7563814687734,-25.23540628830154,-27.636067708852476,-21.58663194487672,0.4322603789593752,0.6200714963635992
0.99,0.001,0.998,0.01,64,50000,200,1,256,1.2133415402179506,37.91666666666667,1.66928874222743,1.9716748735512837,511.54481630325336,590.3134413623814,-21.33415402179505,-28.804022015244335,-21.81712708663766,0.4730734091019972,0.6231968571475424
0.99,0.0001,0.99,0.02,64,50000,200,1,256,0.7496966334947668,61.25,2.298695135072937,1.9746966334947669,511.54481630325336,380.2332481908799,25.03033665052331,-27.22384008917465,-25.542780300541352,0.44454226117997897,0.6267551004154864
0.99,0.0003,0.995,0.005,64,50000,200,1,256,1.001690867090676,49.79166666666667,2.1305516255882564,1.997524200424009,511.54481630325336,475.82019371032766,-0.16908670906758871,-27.07015651347848,-21.44515272477033,0.43446395451577696,0.6536354740615434
0.99,0.0003,0.99,0.01,64,50000,200,1,256,1.409631198289711,29.583333333333336,1.403207289097621,2.0012978649563777,511.54481630325336,688.298396110535,-40.963119828971095,-27.03658543504781,-21.941604093563836,0.4230234368078688,0.6580791150750324
0.9,0.001,0.995,0.02,64,50000,200,1,256,1.299624460644051,35.208333333333336,1.865132864757286,2.0037911273107176,511.54481630325336,610.9488115692142,-29.962446064405082,-27.68651117185205,-21.540772499567716,0.4033744019093592,0.6610150312806465
0.99,0.0001,0.995,0.01,64,50000,200,1,256,0.46730591985900205,77.29166666666666,3.062030630997275,2.0131392531923353,511.54481630325336,236.13832481384287,53.269408014099795,-27.76288646580602,-24.546583695845204,0.4268150150018178,0.6720228236295704
0.99,0.001,0.99,0.01,64,50000,200,1,256,1.1714143730685311,42.29166666666667,1.856223302054731,2.0172477064018643,511.54481630325336,559.2554927253726,-17.141437306853106,-26.521445032076674,-21.71513866669518,0.41288290017924756,0.6768606917090639
0.9,0.001,0.995,0.01,64,50000,200,1,256,1.212165875992038,41.66666666666667,2.024518041729281,2.045499209325371,511.54481630325336,564.234636793137,-21.216587599203788,-27.938114716968716,-21.570554302146917,0.42137382661644673,0.7101279670608549
0.99,0.001,0.998,0.02,64,50000,200,1,256,1.2630754085440592,41.25,1.653535271164318,2.08807540854406,511.54481630325336,621.2863882350927,-26.30754085440595,-28.822013773985486,-23.123677709844912,0.5326441210100347,0.7602631455919164
0.99,0.0003,0.995,0.02,64,50000,200,1,256,0.4,84.58333333333334,3.1924530679109333,2.0916666666666663,511.54481630325336,204.61792652130129,60.0,-29.050923028196117,-26.923270088771563,0.38873012632302006,0.7644919957577849
0.95,0.0001,0.995,0.005,64,50000,200,1,256,0.4003847291346315,84.58333333333334,3.192084436099743,2.092051395801298,511.54481630325336,204.79111960411075,59.961527086536854,-26.954752140822233,-26.888465148996193,0.38812834998662177,0.7649450297111396
0.9,0.001,0.998,0.005,64,50000,200,1,256,1.355012491305757,37.5,1.6382846181094433,2.1050124913057573,511.54481630325336,649.975411472321,-35.501249130575715,-28.52004433495808,-23.077593821750543,0.4382373293925529,0.7802072383863794
0.9,0.001,0.998,0.01,64,50000,200,1,256,1.4585002066259947,35.0,1.423685198388793,2.1585002066259946,511.54481630325336,717.095245380402,-45.85002066259947,-28.47483570362985,-24.159484533526296,0.4956110899952129,0.8431911638191035
0.99,0.0003,0.998,0.02,64,50000,200,1,256,1.3553050928576265,43.333333333333336,1.5233550942839917,2.221971759524293,511.54481630325336,696.5305433559421,-35.530509285762626,-28.839715771990388,-26.393916578869106,0.6705413380872121,0.9179314575652658
0.99,0.001,0.995,0.005,64,50000,200,1,256,0.6999999999999998,77.5,2.490981419410006,2.25,511.54481630325336,358.08137141227724,30.00000000000001,-29.968673820795495,-28.666079907320903,0.5536495080624364,0.9509358324495387
0.95,0.001,0.995,0.005,64,50000,200,1,256,1.6,34.583333333333336,1.1367208592685727,2.2916666666666665,511.54481630325336,818.4717060852051,-60.0,-29.09796616573857,-27.045112981556525,0.7088723439378917,1.0
