gamma,lr,eps_decay,tau,batch_size,buffer_size,start_learning,train_steps_per_ep,hidden,energy_ratio,viol_pct,rmse_temp,raw_cost,kwh_real,kwh_algo,savings_pct,reward_mean_last10,eval_return,eval_cost_std,score_0_1
0.9,0.001,0.998,0.02,64,50000,200,1,256,0.8948552129164019,33.95833333333333,2.1806753006066315,1.5740218795830685,562.4907386779784,499.7937640452384,10.514478708359809,-28.17505940722618,-19.673476453014786,0.09133607884216148,0.16764770510183105
0.9,0.0003,0.99,0.02,64,50000,200,1,256,0.9138700841200553,33.33333333333333,2.1123429127483817,1.5805367507867218,562.4907386779784,512.1308652615547,8.612991587994477,-25.876761156413046,-19.732707245411497,0.07607665460505846,0.17625313691445266
0.9,0.0003,0.995,0.005,64,50000,200,1,256,0.8056631571467265,38.75,2.327457347871883,1.5806631571467267,562.4907386779784,450.4109738326072,19.433684285327352,-27.19324203266971,-19.16000834938251,0.10068893501455893,0.17642010588094476
0.9,0.001,0.995,0.01,64,50000,200,1,256,1.0,29.166666666666668,1.7874734272072719,1.5833333333333335,562.4907386779784,562.4907386779784,0.0,-29.743674487033815,-29.43959662052446,0.6292908266012182,0.17994711637482
0.99,0.0003,0.998,0.01,64,50000,200,1,256,1.158431102470833,21.25,1.5561994389615044,1.5834311024708332,562.4907386779784,648.1563357162473,-15.843110247083297,-28.474868840502193,-26.82525443178047,0.3953167142750435,0.18007625870470376
0.99,0.0003,0.99,0.005,64,50000,200,1,256,0.8599016473019487,36.666666666666664,2.192911173249357,1.5932349806352821,562.4907386779784,480.36426005840275,14.009835269805132,-26.873039053069157,-19.816457034804923,0.11575577774026603,0.1930261087333743
0.9,0.0003,0.998,0.01,64,50000,200,1,256,0.8808078192182854,35.83333333333333,2.130437883187799,1.5974744858849521,562.4907386779784,489.1301885700226,11.919218078171461,-28.271562751958033,-19.9384079715525,0.15049341008988734,0.19862603115775437
0.95,0.0001,0.998,0.005,64,50000,200,1,256,0.7813513127590562,40.833333333333336,2.3301489250984275,1.598017979425723,562.4907386779784,435.0507846832273,21.86486872409437,-28.378406587422695,-19.16283446300073,0.12659071772970473,0.19934392664018252
0.95,0.001,0.998,0.005,64,50000,200,1,256,0.8891932018678451,35.625,2.2254027438089095,1.601693201867845,562.4907386779784,498.5202964162824,11.080679813215488,-28.50722340228644,-20.04603221271153,0.029303229629410843,0.2041984932360903
0.99,0.0001,0.998,0.02,64,50000,200,1,256,1.0264881315731351,28.958333333333332,1.7645370859096825,1.6056547982398015,562.4907386779784,579.9116467976568,-2.6488131573134988,-28.50152936739361,-22.024815829232942,0.3451745457012076,0.20943132844991372
0.95,0.0001,0.99,0.01,64,50000,200,1,256,0.8027701545765217,40.208333333333336,2.2832086604644295,1.6069368212431883,562.4907386779784,444.54181242465967,19.722984542347824,-26.339759061472364,-19.836578238625698,0.06401069300165284,0.21112474052100277
0.99,0.0003,0.995,0.02,64,50000,200,1,256,0.6804964378083198,46.458333333333336,2.3544062520306097,1.6096631044749863,562.4907386779784,382.7794613838195,31.95035621916802,-28.46911516396529,-19.45112993106088,0.3208467677189863,0.2147258622807047
0.9,0.0001,0.99,0.01,64,50000,200,1,256,1.0227457967451248,29.375,1.783804116728745,1.6102457967451247,562.4907386779784,579.423266239166,-2.274579674512483,-26.655212970629037,-29.231052060771663,0.5949191785255401,0.215495534994358
0.99,0.0001,0.995,0.01,64,50000,200,1,256,0.9489622871115572,33.333333333333336,1.9844401268677179,1.615628953778224,562.4907386779784,530.6504373288154,5.103771288844271,-28.245826273447012,-21.796342074887406,0.3454292389876214,0.22260609625288194
0.99,0.0003,0.995,0.005,64,50000,200,1,256,0.9301342892741271,34.375,1.9399804292654619,1.6176342892741267,562.4907386779784,522.2094863843917,6.986571072587294,-27.724710876884888,-21.670418691920652,0.35401554357774967,0.22525492496061494
