gamma,lr,eps_decay,tau,batch_size,buffer_size,start_learning,train_steps_per_ep,hidden,energy_ratio,viol_pct,rmse_temp,raw_cost,kwh_real,kwh_algo,savings_pct,reward_mean_last10,eval_return,eval_cost_std,score_0_1
0.9,0.0001,0.995,0.02,64,50000,200,1,256,0.7415132241563218,50.83333333333333,2.393786395402649,1.7581798908229884,556.9643049478531,394.4120391559601,25.848677584367806,-28.465261338182604,-18.362017344270722,0.4569614598723527,0.2583839923446327
0.9,0.0003,0.998,0.005,64,50000,200,1,256,0.6960324699649073,53.125,2.4907168148086627,1.7585324699649072,556.9643049478531,374.0736386394503,30.396753003509268,-28.828659256007438,-19.772412323605284,0.44214416607899737,0.2588719709481246
0.9,0.001,0.995,0.005,64,50000,200,1,256,0.7174155486373572,52.083333333333336,2.4451804244907263,1.759082215304024,556.9643049478531,383.17512264966973,28.258445136264278,-26.932046036832283,-18.426762126268592,0.4447516922742539,0.25963283264118575
0.9,0.0001,0.998,0.01,64,50000,200,1,256,1.1296518162346163,32.5,1.8377818185320816,1.779651816234616,556.9643049478531,608.5148072481154,-12.965181623461635,-29.305834878122237,-22.113098936740506,0.5110113255518982,0.2881016895391571
0.9,0.0003,0.995,0.005,64,50000,200,1,256,0.808834982744497,48.541666666666664,2.340397685297563,1.7796683160778304,556.9643049478531,427.85198334693905,19.116501725550304,-27.170260038945713,-19.889956573696956,0.4423736741256576,0.2881245257466701
0.9,0.0003,0.995,0.01,64,50000,200,1,256,1.2945215148272662,24.374999999999996,1.5299902089660906,1.7820215148272662,556.9643049478531,714.4142837524413,-29.452151482726634,-27.202197676320857,-21.15059305400311,0.5271554219769184,0.2913814133584535
0.9,0.001,0.995,0.02,64,50000,200,1,256,0.763037237258252,51.041666666666664,2.4436963932058497,1.7838705705915856,556.9643049478531,408.86007758379003,23.696276274174796,-27.32383358665465,-19.6014655659338,0.43254143157420877,0.2939405541083593
0.99,0.001,0.998,0.01,64,50000,200,1,256,1.0093389809718114,39.16666666666667,2.094663318456464,1.7926723143051446,556.9643049478531,540.1831959819795,-0.9338980971811324,-29.105224368490884,-20.421848564918193,0.46272248875679844,0.30612239385719286
0.99,0.0001,0.998,0.005,64,50000,200,1,256,1.1131830944962247,34.166666666666664,1.842499183181206,1.7965164278295578,556.9643049478531,600.1882347154617,-11.318309449622456,-29.07122728113179,-21.223536246661705,0.4918140584607917,0.31144274587546245
0.95,0.0001,0.998,0.02,64,50000,200,1,256,0.8729777157393579,46.45833333333333,2.2223725737850715,1.8021443824060246,556.9643049478531,456.81163110256193,12.702228426064204,-29.020989316874807,-19.267013898035998,0.43498653062125237,0.3192319798040327
0.95,0.0003,0.99,0.005,64,50000,200,1,256,1.0786894918039787,36.87499999999999,1.9622999032993402,1.8161894918039785,556.9643049478531,585.1405756092072,-7.868949180397881,-26.100187908198585,-19.934339269428573,0.49535075360304714,0.33867077256019307
0.95,0.0001,0.99,0.01,64,50000,200,1,256,0.8102816802452937,50.416666666666664,2.355155423104422,1.818615013578627,556.9643049478531,431.64467761993427,18.971831975470632,-26.67117977142228,-20.32681478477149,0.42340379745435003,0.3420277570995812
0.99,0.0003,0.995,0.01,64,50000,200,1,256,0.8852828172145151,46.66666666666667,2.264241028973694,1.8186161505478484,556.9643049478531,474.1238693308831,11.471718278548492,-28.252541793955153,-21.472764221105297,0.44801731816238977,0.3420293306942354
0.9,0.001,0.995,0.01,64,50000,200,1,256,1.0770335148468964,37.08333333333333,1.9958026957683466,1.818700181513563,556.9643049478531,582.4714601588249,-7.703351484689624,-27.66408953155756,-19.996556762083838,0.470730613739268,0.3421456317127141
0.95,0.0001,0.995,0.01,64,50000,200,1,256,0.7131294880293029,56.25,2.5463502758055943,1.8381294880293026,556.9643049478531,379.2550828075409,28.687051197069714,-28.20719403908073,-20.062671562165686,0.3947219309103531,0.3690362918032934
0.95,0.0001,0.998,0.005,64,50000,200,1,256,0.8903379239960645,47.70833333333333,2.1710367691058345,1.844504590662731,556.9643049478531,492.7013999938966,10.966207600393568,-29.046937372155003,-22.091659516744482,0.5038568616433204,0.37785959786515444
0.99,0.001,0.99,0.01,64,50000,200,1,256,1.085074840480297,38.333333333333336,1.8910153302628967,1.8517415071469636,556.9643049478531,577.8385589408874,-8.50748404802969,-27.511417053950446,-21.13388706913754,0.4490848822139933,0.38787567646907983
0.9,0.0003,0.995,0.02,64,50000,200,1,256,1.0703199510023882,39.166666666666664,1.8067992410619413,1.8536532843357214,556.9643049478531,576.4478172802925,-7.031995100238819,-27.350012938248646,-20.493057039541757,0.5287541811773273,0.39052162528409096
0.9,0.0003,0.99,0.01,64,50000,200,1,256,1.2087737297691161,32.5,1.6115626423209242,1.8587737297691163,556.9643049478531,655.5966513752937,-20.877372976911623,-25.266511302013107,-20.35806691964475,0.4664288288832187,0.3976084535015693
0.95,0.001,0.995,0.02,64,50000,200,1,256,1.2483451129749947,30.625,1.6267326260518202,1.8608451129749948,556.9643049478531,674.2741551637649,-24.83451129749947,-27.84940355211994,-20.543888236673986,0.4914693417984535,0.40047530115058294
0.95,0.0003,0.995,0.02,64,50000,200,1,256,1.0826317484390178,38.95833333333333,2.0153561984377886,1.8617984151056841,556.9643049478531,583.6217655706405,-8.26317484390179,-28.308156003784568,-21.018444590575925,0.45186310005548724,0.40179469582579824
0.95,0.001,0.998,0.01,64,50000,200,1,256,1.0691809159031593,39.791666666666664,1.7861433140480756,1.8650142492364927,556.9643049478531,575.9282378315924,-6.918091590315929,-28.774495147785746,-20.71033384847514,0.5134375348837095,0.40624549299908924
0.95,0.001,0.995,0.005,64,50000,200,1,256,0.6520635804946833,60.833333333333336,2.66509497322341,1.8687302471613498,556.9643049478531,345.6454082870484,34.79364195053168,-27.361920088753795,-20.640794496427393,0.412722784533489,0.4113885297314441
0.99,0.0001,0.995,0.01,64,50000,200,1,256,0.9730408835687007,44.79166666666667,2.1628837650285364,1.868874216902034,556.9643049478531,514.509681377411,2.6959116431299357,-28.999406739522207,-20.78049188666281,0.41660684074542464,0.4115877875565719
0.9,0.001,0.998,0.02,64,50000,200,1,256,1.0328445399816433,42.08333333333333,1.9993871012665294,1.8745112066483098,556.9643049478531,545.2141812491416,-3.2844539981643117,-28.368892587332773,-20.09303044405059,0.4135215070754582,0.41938952639261257
0.95,0.0001,0.995,0.02,64,50000,200,1,256,0.5533308777376951,66.45833333333334,2.8380627749479204,1.8824975444043617,556.9643049478531,302.97130259275434,44.666912226230494,-28.28568081610183,-22.273884535823957,0.3927768002491229,0.4304428233176765
0.99,0.0003,0.998,0.01,64,50000,200,1,256,1.0078939448664848,43.958333333333336,1.7971987895121209,1.8870606115331516,556.9643049478531,550.081550450325,-0.7893944866484771,-29.314860563515133,-25.40232781952512,0.5395462542457249,0.43675822562147903
0.99,0.0001,0.998,0.01,64,50000,200,1,256,0.5809584764236464,66.45833333333334,2.9023438343232013,1.9101251430903132,556.9643049478531,310.81431822299976,41.904152357635354,-29.55401835944151,-23.983404618270413,0.4162048885690793,0.4686801306956326
0.95,0.0001,0.998,0.01,64,50000,200,1,256,0.8651120918580361,53.125,2.2025580539444136,1.9276120918580357,556.9643049478531,464.3847594642637,13.488790814196395,-29.13953264364311,-22.078657378243207,0.4119012876690822,0.4928825176904162
0.99,0.0001,0.995,0.005,64,50000,200,1,256,0.8533015621112152,54.16666666666667,2.246819812668088,1.9366348954445485,556.9643049478531,474.164972846508,14.669843788878463,-28.379050364985595,-26.234152261644745,0.5313183135041434,0.5053703099907961
0.99,0.0003,0.99,0.01,64,50000,200,1,256,1.1949849156030314,37.083333333333336,1.7655164583529939,1.9366515822696981,556.9643049478531,638.7396525669099,-19.498491560303155,-28.092183384872236,-21.709442006096143,0.47703169069403467,0.5053934049861181
0.99,0.0001,0.995,0.02,64,50000,200,1,256,1.4004291577299657,27.083333333333336,1.3297712221106663,1.9420958243966324,556.9643049478531,764.1659052991866,-40.04291577299657,-29.217133002435055,-23.833942358397756,0.5479328901618619,0.512928376158023
0.95,0.0001,0.995,0.005,64,50000,200,1,256,0.4882052851947357,73.33333333333334,3.0219081670806567,1.9548719518614028,556.9643049478531,267.6471173548698,51.17947148052643,-27.689719873369103,-22.367932119424754,0.3315914561828462,0.5306108652705778
0.99,0.0003,0.998,0.005,64,50000,200,1,256,0.6448055736986469,65.625,2.775341416125805,1.9573055736986469,556.9643049478531,341.90581537961964,35.51944263013531,-28.84835341766597,-22.005506752425582,0.33597424463392295,0.5339790605049948
0.99,0.0003,0.99,0.005,64,50000,200,1,256,0.5410936753605258,71.45833333333334,2.893687026748601,1.9702603420271925,556.9643049478531,293.0512270522119,45.890632463947426,-27.59648878541414,-23.03909937729211,0.35365147032886773,0.5519087931690462
0.95,0.001,0.998,0.005,64,50000,200,1,256,0.8003702742936964,58.54166666666667,2.709214124233791,1.9712036076270298,556.9643049478531,416.79820755004874,19.962972570630342,-29.08744653910828,-21.64248410820639,0.4122827006023379,0.5532142970273447
0.95,0.001,0.995,0.01,64,50000,200,1,256,0.7523640448137094,62.291666666666664,2.817406176174738,1.9981973781470426,556.9643049478531,395.91301618099214,24.76359551862906,-28.34794833380114,-22.883995996335454,0.3754816568707729,0.5905743699166539
0.99,0.0003,0.99,0.02,64,50000,200,1,256,1.2340525637171427,38.75000000000001,1.7393875396488219,2.009052563717143,556.9643049478531,663.9759098815919,-23.405256371714273,-27.7668139408488,-23.381151223722718,0.5222515929208058,0.6055982260254275
0.99,0.0001,0.99,0.01,64,50000,200,1,256,1.333140789063813,36.87499999999999,1.6299370121762837,2.070640789063813,556.9643049478531,728.5649460172651,-33.31407890638128,-27.118057936745856,-24.543488996285873,0.5232356884094729,0.6908379144331259
0.99,0.001,0.998,0.005,64,50000,200,1,256,1.159136740998992,45.83333333333333,2.0567761850422324,2.0758034076656586,556.9643049478531,622.7884500122069,-15.913674099899193,-29.261950438804035,-23.84490960708838,0.49614986012973744,0.6979831114007619
0.99,0.001,0.995,0.01,64,50000,200,1,256,1.329615575139802,39.58333333333333,1.6795971756275865,2.1212822418064685,556.9643049478531,720.8747698593139,-32.96155751398021,-28.536392123739443,-24.887926939252267,0.5534950019259927,0.7609269879207828
0.99,0.001,0.99,0.02,64,50000,200,1,256,1.4174710998726177,35.416666666666664,1.53129860324776,2.125804433205951,556.9643049478531,768.224532470703,-41.74710998726177,-28.101506798331922,-25.352534236809937,0.586073785954184,0.7671858171635825
0.9,0.001,0.998,0.005,64,50000,200,1,256,0.4,86.45833333333333,3.2880796624719375,2.129166666666667,556.9643049478531,222.7857219791412,60.0,-29.575011435633314,-26.216402801767025,0.38953319641734147,0.7718392347759937
0.99,0.0003,0.995,0.02,64,50000,200,1,256,0.4,86.45833333333333,3.2880796624719375,2.129166666666667,556.9643049478531,222.7857219791412,60.0,-29.468806065452952,-26.216402801767025,0.38953319641734147,0.7718392347759937
0.95,0.001,0.99,0.005,64,50000,200,1,256,0.4,86.45833333333333,3.2880796624719375,2.129166666666667,556.9643049478531,222.7857219791412,60.0,-28.625702782238942,-26.216402801767025,0.38953319641734147,0.7718392347759937
0.99,0.0003,0.998,0.02,64,50000,200,1,256,1.3788036587663821,39.37499999999999,1.5738227499878543,2.166303658766382,556.9643049478531,745.8907458877563,-37.88036587663821,-29.215168575822453,-25.72573231065279,0.5696716632013474,0.8232377872941177
0.9,0.0001,0.998,0.02,64,50000,200,1,256,0.70105951165257,75.41666666666666,2.565915052113633,2.2093928449859033,556.9643049478531,389.0143909311294,29.89404883474301,-28.704357327137018,-27.945545838353315,0.6036059023667595,0.882874329610755
0.99,0.0001,0.99,0.02,64,50000,200,1,256,0.7,75.625,2.5808649611746666,2.2125,556.9643049478531,389.8750134634971,30.0,-27.989162763048636,-28.126869089054544,0.6014450191922044,0.8871747120904449
0.99,0.001,0.998,0.02,64,50000,200,1,256,1.6,33.54166666666667,1.143716415928597,2.270833333333333,556.9643049478531,891.1428879165647,-60.000000000000014,-29.030701938736648,-28.35354084864573,0.7583333333333333,0.9679095462105606
0.95,0.0001,0.99,0.005,64,50000,200,1,256,0.9190196463804652,68.75000000000001,2.067522084605998,2.294019646380465,556.9643049478531,503.3479604578018,8.098035361953494,-27.544064326177782,-29.631754363087577,0.7283414231064603,1.0
