Day,Local Time Stamp,Freq (Hz),Curr A (A),Curr B (A),Curr C (A),Volt A-B (V),Volt B-C (V),Volt C-A (V),Act P (kW),App P (VA),Act E Delivered (Wh),HUMEDADR1 (%rH),TempR1 (C),HUMEDADR2 (%rH),TempR2 (C),HUMEDADR3 (%rH),TempR3 (C)
Monday,2021-11-08 00:00:00,59.9767,9.9998579025269,19.959415435791,18.282278060913,226.849609375,225.50921630859,224.75061035156,5.8805136680603,6.2708973884583,78853471.0,86.25135869565217,23.658107236591263,82.18011775362318,24.232292027755943,74.5559329710145,25.475634437587555
Monday,2021-11-08 00:15:00,60.0195,9.8563175201416,23.670787811279,18.263772964478,227.15397644043,225.71098327637,225.27993774414,6.2075576782227,6.7392740249634,78854997.0,86.25135869565217,23.658107236591263,82.18011775362318,24.232292027755943,74.5559329710145,25.475634437587555
Monday,2021-11-08 00:30:00,60.0183,9.8473281860352,21.11208152771,18.774179458618,227.19834899902,225.82850646973,225.18809509277,6.0542540550232,6.4739909172058,78856466.0,86.25135869565217,23.658107236591263,82.18011775362318,24.232292027755943,74.5559329710145,25.475634437587555
Monday,2021-11-08 00:45:00,60.0346,10.04404258728,23.905338287354,18.232446670532,227.88687133789,226.19525146484,225.83700561523,6.4670186042786,6.8079590797424,78858036.0,86.25135869565217,23.658107236591263,82.18011775362318,24.232292027755943,74.5559329710145,25.475634437587555
Monday,2021-11-08 01:00:00,60.0108,9.8644819259644,22.796119689941,18.66277885437,227.59741210938,226.22221374512,225.47972106934,6.243758678436301,6.6913604736328,78859526.0,86.25135869565217,23.658107236591263,82.18011775362318,24.232292027755943,74.5559329710145,25.475634437587555
Monday,2021-11-08 01:15:00,59.9727,10.370596885681,28.456699371338,18.485054016113,227.69540405273,226.08190917969,225.53373718262,7.0598402023315,7.4702463150024,78861195.0,86.25135869565217,23.658107236591263,82.18011775362318,24.232292027755943,74.5559329710145,25.475634437587555
Monday,2021-11-08 01:30:00,60.0009,10.536956787109,22.64054107666,18.034421920776,227.92520141602,226.40098571777,225.95986938477,6.3082723617554,6.6871290206909,78862763.0,86.25135869565217,23.658107236591263,82.18011775362318,24.232292027755943,74.5559329710145,25.475634437587555
Monday,2021-11-08 01:45:00,60.0059,10.245626449585,23.741090774536,18.171403884888,228.7497253418,227.12948608398,226.77917480469,6.3356323242188,6.8329348564148,78864293.0,86.25135869565217,23.658107236591263,82.18011775362318,24.232292027755943,74.5559329710145,25.475634437587555
Monday,2021-11-08 02:00:00,59.98,9.8366928100586,20.71594619751,18.632122039795,228.01252746582,226.37831115723,226.06098937988,5.976548671722401,6.4228410720825,78865901.0,86.25135869565217,23.658107236591263,82.18011775362318,24.232292027755943,74.5559329710145,25.475634437587555
Monday,2021-11-08 02:15:00,60.0077,10.072059631348,23.771591186523,18.275230407715,227.04943847656,225.4695892334,225.17454528809,6.2964134216309,6.7775254249573,78867442.0,86.25135869565217,23.658107236591263,82.18011775362318,24.232292027755943,74.5559329710145,25.475634437587555
Monday,2021-11-08 02:30:00,60.0114,9.8375120162964,19.931968688965,18.374965667725,227.86973571777,226.19276428223,225.88856506348,5.8804278373718,6.2828359603882,78868953.0,86.25135869565217,23.658107236591263,82.18011775362318,24.232292027755943,74.5559329710145,25.475634437587555
Monday,2021-11-08 02:45:00,59.9458,10.00066280365,22.818714141846,18.889614105225,226.63813781738,225.13380432129,224.83514404297,6.323370933532701,6.7135429382324,78870522.0,86.25135869565217,23.658107236591263,82.18011775362318,24.232292027755943,74.5559329710145,25.475634437587555
Monday,2021-11-08 03:00:00,59.9706,9.824408531189,20.217926025391,18.35479927063,227.64254760742,225.73617553711,225.64239501953,5.903213977813699,6.3061876296997,78872018.0,86.25135869565217,23.658107236591263,82.18011775362318,24.232292027755943,74.5559329710145,25.475634437587555
Monday,2021-11-08 03:15:00,59.9925,9.8268661499023,19.994077682495,18.634283065796,227.57809448242,225.75625610352,225.57334899902,5.9294509887695,6.3234539031982,78873608.0,86.25135869565217,23.658107236591263,82.18011775362318,24.232292027755943,74.5559329710145,25.475634437587555
Monday,2021-11-08 03:30:00,60.026,10.554514884949,22.269077301025,17.638090133667,227.87574768066,226.17666625977,225.99057006836,6.2068767547607,6.58669090271,78875162.0,86.25135869565217,23.658107236591263,82.18011775362318,24.232292027755943,74.5559329710145,25.475634437587555
Monday,2021-11-08 03:45:00,59.9593,10.228323936462,19.956996917725,18.706729888916,227.80079650879,226.04797363281,225.88066101074,6.0016016960144,6.3786425590515,78876692.0,86.25135869565217,23.658107236591263,82.18011775362318,24.232292027755943,74.5559329710145,25.475634437587555
Monday,2021-11-08 04:00:00,60.0239,10.221235275269,22.756883621216,18.199295043945,228.11907958984,226.29541015625,226.11892700195,6.310161113739,6.6832556724548,78878249.0,86.25135869565217,23.658107236591263,82.18011775362318,24.232292027755943,74.5559329710145,25.475634437587555
Monday,2021-11-08 04:15:00,59.9545,10.019161224365,20.834148406982,18.604879379272,227.90542602539,226.26361083984,226.01901245117,6.0611824989319,6.4562635421753,78879770.0,86.25135869565217,23.658107236591263,82.18011775362318,24.232292027755943,74.5559329710145,25.475634437587555
Monday,2021-11-08 04:30:00,59.9885,9.7825231552124,23.285678863525,17.652235031128,227.45854187012,226.10444641113,225.38305664062,6.110671043396,6.6094589233398,78881237.0,86.25135869565217,23.658107236591263,82.18011775362318,24.232292027755943,74.5559329710145,25.475634437587555
