csv_path,freq_name,minutes_per_step,seed,fixed_start_step,episodes,gamma,gae_lambda,lr,clip_eps,ent_coef,vf_coef,update_epochs,minibatch_size,kwh_real,kwh_algo,savings_pct,viol_pct,rmse_temp,train_return_avg_lastN,train_return_std_lastN,train_return_best,train_return_last,train_return_lastN,eval_return_mean,eval_return_std,eval_return_repeats,eval_return_single,return_lastN_used
C:\Users\rober\Documents\TESIS\Codigos Colab\PPO\viernes_hora.csv,1 Hora,60,42,0,200,0.99,0.9,0.0001,0.1,0.0,0.5,10,256,491.7176321744923,436.5662319947189,11.216071291948747,50.0,1.735140929413854,-6.6203180476463475,0.42373344422284037,-5.6016361629001,-6.975800032734517,20.0,-7.07095422441645,0.3861615449736671,3.0,-6.6917799476207644,20
